Index	 Radius (earth)	 P (GPa)	 M (earth)	 Density (g cm^-3)	 T (K)	 Phase
0	 0	 165.7731565050659	 0	 5.809466570864523	 450.5442070159399	 Si PPv (Sakai)
1	 2.511310353378247e-05	 165.7731563840367	 1.674424835069154e-14	 5.809466569982479	 450.5442069382898	 Si PPv (Sakai)
2	 2.511310353378247e-05	 165.7731563840367	 1.674424835069154e-14	 5.809466569982479	 450.5442069382898	 Si PPv (Sakai)
3	 2.569288576912148e-05	 165.7731563783838	 1.793094397174649e-14	 5.809466569941281	 450.544206934663	 Si PPv (Sakai)
4	 2.624761969292374e-05	 165.7731563728544	 1.911763959280145e-14	 5.809466569900982	 450.5442069311154	 Si PPv (Sakai)
5	 2.677984710220334e-05	 165.7731563674382	 2.03043352138564e-14	 5.809466569861511	 450.5442069276405	 Si PPv (Sakai)
6	 2.731869228904016e-05	 165.773156361844	 2.15548107739682e-14	 5.80946656982074	 450.5442069240514	 Si PPv (Sakai)
7	 2.786785702623087e-05	 165.773156356028	 2.288101135956808e-14	 5.809466569778355	 450.5442069203199	 Si PPv (Sakai)
8	 2.842799536746606e-05	 165.7731563499766	 2.428864030873791e-14	 5.809466569734252	 450.5442069164374	 Si PPv (Sakai)
9	 2.899938408916733e-05	 165.7731563436795	 2.578284381618742e-14	 5.809466569688359	 450.5442069123973	 Si PPv (Sakai)
10	 2.95822563997867e-05	 165.7731563371267	 2.736896575795919e-14	 5.809466569640604	 450.5442069081932	 Si PPv (Sakai)
11	 3.017684400414852e-05	 165.7731563303079	 2.905266316516575e-14	 5.80946656959091	 450.5442069038183	 Si PPv (Sakai)
12	 3.078338248654741e-05	 165.7731563232122	 3.083993904321358e-14	 5.809466569539197	 450.5442068992659	 Si PPv (Sakai)
13	 3.140211206777553e-05	 165.7731563158284	 3.273716542447733e-14	 5.809466569485385	 450.5442068945285	 Si PPv (Sakai)
14	 3.203327778273951e-05	 165.7731563081448	 3.475110629821708e-14	 5.809466569429387	 450.5442068895989	 Si PPv (Sakai)
15	 3.267712959102953e-05	 165.7731563001493	 3.688894176286884e-14	 5.809466569371118	 450.5442068844691	 Si PPv (Sakai)
16	 3.333392247921966e-05	 165.773156291829	 3.91582936359363e-14	 5.80946656931048	 450.544206879131	 Si PPv (Sakai)
17	 3.400391655403707e-05	 165.773156283171	 4.156725260068964e-14	 5.809466569247382	 450.5442068735761	 Si PPv (Sakai)
18	 3.46873771530949e-05	 165.7731562741614	 4.412440707707814e-14	 5.809466569181722	 450.5442068677957	 Si PPv (Sakai)
19	 3.538457494573501e-05	 165.773156264786	 4.683887382639091e-14	 5.809466569113396	 450.5442068617806	 Si PPv (Sakai)
20	 3.609578604256587e-05	 165.7731562550299	 4.972033046293951e-14	 5.809466569042293	 450.5442068555213	 Si PPv (Sakai)
21	 3.682129210330327e-05	 165.7731562448777	 5.277904995094387e-14	 5.809466568968305	 450.5442068490078	 Si PPv (Sakai)
22	 3.756138044759785e-05	 165.7731562343133	 5.602593722601281e-14	 5.809466568891313	 450.5442068422299	 Si PPv (Sakai)
23	 3.831634417489126e-05	 165.77315622332	 5.947256810050938e-14	 5.809466568811195	 450.5442068351767	 Si PPv (Sakai)
24	 3.908648227047963e-05	 165.7731562118803	 6.313123048947667e-14	 5.809466568727824	 450.5442068278372	 Si PPv (Sakai)
25	 3.987209973166575e-05	 165.7731561999761	 6.701496825368632e-14	 5.809466568641068	 450.5442068201997	 Si PPv (Sakai)
26	 4.067350768501589e-05	 165.7731561875885	 7.113762768748962e-14	 5.809466568550789	 450.5442068122521	 Si PPv (Sakai)
27	 4.149102351016676e-05	 165.773156174698	 7.551390688581897e-14	 5.809466568456845	 450.5442068039818	 Si PPv (Sakai)
28	 4.232497096843224e-05	 165.7731561612841	 8.015940816189635e-14	 5.809466568359086	 450.5442067953757	 Si PPv (Sakai)
29	 4.317568032626528e-05	 165.7731561473256	 8.509069364723276e-14	 5.809466568257359	 450.5442067864201	 Si PPv (Sakai)
30	 4.404348848883618e-05	 165.7731561328003	 9.032534435349196e-14	 5.809466568151499	 450.5442067771009	 Si PPv (Sakai)
31	 4.492873913302218e-05	 165.7731561176852	 9.588202285010805e-14	 5.809466568041343	 450.5442067674034	 Si PPv (Sakai)
32	 4.583178284089315e-05	 165.7731561019565	 1.017805397827065e-13	 5.809466567926714	 450.5442067573121	 Si PPv (Sakai)
33	 4.675297724842023e-05	 165.773156085589	 1.080419245670363e-13	 5.809466567807429	 450.544206746811	 Si PPv (Sakai)
34	 4.769268717201024e-05	 165.773156068557	 1.146885002640346e-13	 5.809466567683304	 450.5442067358836	 Si PPv (Sakai)
35	 4.865128476389168e-05	 165.7731560508335	 1.217439632370975e-13	 5.809466567554137	 450.5442067245125	 Si PPv (Sakai)
36	 4.96291496551227e-05	 165.7731560323903	 1.292334676045992e-13	 5.809466567419725	 450.5442067126797	 Si PPv (Sakai)
37	 5.062666911047154e-05	 165.7731560131983	 1.371837149542937e-13	 5.809466567279855	 450.5442067003664	 Si PPv (Sakai)
38	 5.164423817522152e-05	 165.773155993227	 1.456230494895324e-13	 5.809466567134308	 450.5442066875532	 Si PPv (Sakai)
39	 5.268225983559754e-05	 165.7731559724449	 1.545815591117223e-13	 5.80946656698285	 450.5442066742198	 Si PPv (Sakai)
40	 5.374114517794026e-05	 165.7731559508189	 1.64091182686992e-13	 5.809466566825243	 450.5442066603449	 Si PPv (Sakai)
41	 5.4821313553787e-05	 165.7731559283149	 1.741858239368426e-13	 5.809466566661237	 450.5442066459067	 Si PPv (Sakai)
42	 5.592319273601555e-05	 165.7731559048971	 1.849014722180619e-13	 5.809466566490571	 450.5442066308823	 Si PPv (Sakai)
43	 5.704721910396883e-05	 165.7731558805285	 1.962763309798817e-13	 5.809466566312975	 450.5442066152478	 Si PPv (Sakai)
44	 5.819383780281552e-05	 165.7731558551704	 2.083509538389728e-13	 5.809466566128171	 450.5442065989786	 Si PPv (Sakai)
45	 5.93635029240247e-05	 165.7731558287828	 2.211683891974543e-13	 5.80946656593586	 450.5442065820487	 Si PPv (Sakai)
46	 6.055667769061553e-05	 165.7731558013237	 2.347743337797705e-13	 5.80946656573574	 450.5442065644315	 Si PPv (Sakai)
